COREF,chapter,cat,COREF_head,count
2917,15,PER,-1,1
2918,15,FAC,-1,1
2919,15,PER,-1,1
2920,15,PER,-1,1
2921,15,PER,-1,1
2923,15,PER,-1,1
2924,15,PER,-1,1
2925,15,PER,-1,1
2926,15,PER,-1,1
2928,15,PER,-1,1
2929,15,PER,-1,1
2930,15,PER,-1,1
2931,15,PER,-1,1
2932,15,PER,-1,6
2933,15,PER,-1,1
2935,15,PER,-1,1
2936,15,PER,-1,2
2938,15,PER,-1,1
2940,15,PER,-1,1
2941,15,PER,-1,1
2943,15,PER,-1,1
2946,15,PER,-1,1
2947,15,PER,-1,1
2948,15,PER,-1,1
2949,15,PER,-1,3
2950,15,FAC,-1,1
2953,15,PER,-1,11
2954,15,PER,-1,1
2956,15,PER,-1,1
2957,15,PER,-1,2
2957,20,PER,-1,1
2960,15,PER,-1,1
2961,15,PER,-1,1
2963,15,PER,-1,1
2964,15,PER,-1,3
2965,15,FAC,-1,1
2966,15,PER,-1,1
2967,15,PER,-1,6
2969,15,PER,-1,2
2971,15,PER,-1,1
2972,15,PER,-1,3
2973,15,PER,-1,1
2975,16,PER,-1,1
2977,16,PER,-1,1
2978,16,PER,-1,6
2982,16,PER,-1,2
2985,16,FAC,-1,1
2987,16,VEH,-1,1
2988,16,PER,-1,2
2990,16,PER,-1,5
2991,16,LOC,-1,1
2992,16,LOC,-1,1
2993,16,FAC,-1,1
2993,16,VEH,-1,1
2994,16,PER,-1,4
2995,16,FAC,-1,1
2999,16,PER,-1,1
3002,16,PER,-1,2
3004,16,PER,-1,1
3007,16,PER,-1,5
3008,16,PER,-1,1
3009,16,PER,-1,1
3010,16,PER,-1,1
3011,16,PER,-1,1
3012,16,PER,-1,13
3014,16,PER,-1,3
3016,16,FAC,-1,2
3018,16,PER,-1,1
3019,16,PER,-1,1
3019,19,PER,-1,1
3020,16,PER,-1,3
3021,16,PER,-1,5
3022,16,PER,-1,1
3023,16,PER,-1,2
3024,16,PER,-1,1
3025,16,PER,-1,2
3026,16,PER,-1,1
3027,16,PER,-1,1
3028,16,PER,-1,1
3029,16,PER,-1,3
3030,16,PER,-1,1
3032,16,PER,-1,2
3033,16,PER,-1,2
3034,16,PER,-1,1
3035,16,PER,-1,4
3036,16,PER,-1,2
3036,19,PER,-1,3
3039,16,PER,-1,1
3040,16,PER,-1,1
3041,16,PER,-1,2
3044,16,PER,-1,2
3045,16,PER,-1,2
3046,16,PER,-1,1
3046,20,PER,-1,1
3047,16,PER,-1,1
3049,16,PER,-1,1
3050,16,PER,-1,1
3055,17,PER,-1,1
3056,17,PER,-1,1
3060,17,PER,-1,2
3061,17,FAC,-1,1
3062,17,FAC,-1,1
3063,17,LOC,-1,1
3065,17,PER,-1,1
3065,21,PER,-1,1
3066,17,PER,-1,1
3068,17,PER,-1,4
3070,17,PER,-1,1
3071,17,PER,-1,1
3072,17,PER,-1,1
3073,17,PER,-1,1
3074,17,PER,-1,1
3075,17,PER,-1,1
3077,17,PER,-1,1
3077,18,PER,-1,1
3078,17,LOC,-1,1
3080,17,LOC,-1,1
3082,17,PER,-1,1
3083,17,PER,-1,1
3084,17,PER,-1,1
3086,17,PER,-1,1
3087,17,PER,-1,1
3088,17,PER,-1,1
3089,17,PER,-1,1
3090,17,PER,-1,1
3091,17,PER,-1,1
3093,17,PER,-1,1
3094,17,PER,-1,1
3097,17,PER,-1,1
3098,17,PER,-1,1
3103,18,PER,-1,2
3104,18,PER,-1,1
3105,18,FAC,-1,1
3106,18,PER,-1,1
3107,18,PER,-1,1
3108,18,PER,-1,1
3110,18,PER,-1,1
3112,18,PER,-1,1
3114,18,PER,-1,1
3118,18,PER,-1,2
3119,18,PER,-1,1
3122,18,PER,-1,2
3122,20,PER,-1,1
3123,18,PER,-1,2
3124,18,PER,-1,1
3125,18,PER,-1,1
3127,18,PER,-1,1
3129,18,PER,-1,1
3130,18,PER,-1,1
3136,18,PER,-1,1
3137,18,PER,-1,7
3139,18,PER,-1,1
3144,19,PER,-1,1
3145,19,PER,-1,1
3146,19,PER,-1,1
3148,19,PER,-1,1
3149,19,PER,-1,1
3150,19,PER,-1,1
3151,19,PER,-1,1
3152,19,PER,-1,4
3153,19,PER,-1,1
3154,19,PER,-1,1
3157,19,PER,-1,1
3159,19,PER,-1,1
3160,19,PER,-1,1
3161,19,FAC,-1,1
3163,19,FAC,-1,2
3164,19,PER,-1,1
3165,19,PER,-1,4
3171,19,PER,-1,1
3172,19,PER,-1,4
3174,19,PER,-1,1
3175,19,PER,-1,1
3177,19,PER,-1,1
3183,19,PER,-1,1
3185,19,PER,-1,1
3189,19,PER,-1,1
3195,19,PER,-1,2
3196,19,PER,-1,1
3197,19,PER,-1,1
3199,19,PER,-1,1
3200,19,PER,-1,1
3201,19,PER,-1,1
3202,19,PER,-1,1
3203,19,PER,-1,1
3209,19,PER,-1,7
3211,19,PER,-1,1
3212,19,FAC,-1,1
3213,19,FAC,-1,1
3214,19,PER,-1,1
3215,19,PER,-1,1
3218,19,PER,-1,1
3220,19,PER,-1,1
3221,19,PER,-1,3
3222,19,PER,-1,1
3223,19,PER,-1,4
3225,19,PER,-1,1
3226,19,PER,-1,1
3227,19,PER,-1,1
3230,19,LOC,-1,1
3231,19,PER,-1,5
3233,19,PER,-1,1
3234,19,PER,-1,1
3237,19,PER,-1,1
3238,19,PER,-1,1
3240,19,PER,-1,2
3241,19,LOC,-1,1
3245,19,PER,-1,3
3246,19,PER,-1,1
3247,19,PER,-1,2
3249,19,PER,-1,1
3250,19,PER,-1,1
3254,19,PER,-1,1
3255,19,PER,-1,1
3263,19,PER,-1,1
3264,19,PER,-1,5
3265,19,PER,-1,3
3270,19,PER,-1,1
3271,19,PER,-1,1
3272,19,PER,-1,1
3275,20,PER,-1,1
3276,20,PER,-1,3
3277,20,PER,-1,1
3279,20,PER,-1,1
3280,20,PER,-1,1
3283,20,PER,-1,1
3285,20,PER,-1,2
3287,20,PER,-1,2
3295,20,PER,-1,3
3297,20,PER,-1,1
3299,20,GPE,-1,1
3300,20,LOC,-1,1
3301,20,FAC,-1,1
3302,20,GPE,-1,1
3303,20,PER,-1,1
3304,20,PER,-1,1
3305,20,PER,-1,5
3311,20,PER,-1,1
3312,20,PER,-1,1
3313,20,PER,-1,1
3314,20,FAC,-1,1
3315,20,PER,-1,3
3316,20,PER,Mr,1
3318,20,PER,-1,5
3325,20,PER,-1,1
3327,20,FAC,-1,1
3328,20,PER,-1,2
3329,20,PER,-1,1
3331,20,PER,-1,1
3332,20,FAC,-1,1
3333,20,PER,-1,1
3334,20,PER,-1,1
3335,20,PER,-1,1
3338,20,PER,-1,1
3339,20,PER,-1,10
3342,20,PER,-1,2
3345,20,PER,-1,1
3346,20,PER,-1,1
3348,20,PER,-1,1
3349,20,PER,-1,1
3350,20,PER,-1,1
3357,20,PER,-1,1
3358,20,PER,-1,1
3359,20,PER,-1,1
3362,20,FAC,-1,1
3364,20,PER,-1,1
3365,20,PER,-1,2
3371,20,PER,-1,5
3372,20,PER,-1,1
3377,20,PER,-1,1
3378,20,PER,-1,2
3379,21,PER,-1,1
3380,21,FAC,-1,2
3381,21,PER,-1,1
3383,21,PER,-1,1
3385,21,PER,-1,1
3386,21,PER,-1,17
3392,21,PER,-1,1
3397,21,PER,-1,6
3400,21,FAC,-1,1
3401,21,GPE,-1,1
3402,21,PER,-1,1
3404,21,PER,-1,1
3405,21,PER,-1,1
3411,21,PER,-1,9
3415,21,VEH,-1,1
3416,21,PER,-1,1
3418,21,PER,-1,1
3420,21,PER,-1,1
3421,21,PER,-1,1
3422,21,PER,-1,1
3426,21,PER,-1,18
3430,21,PER,-1,1
3431,21,PER,-1,1
3435,21,FAC,-1,1
3438,21,PER,-1,1
3440,21,PER,-1,1
3441,21,PER,-1,2
3442,21,PER,-1,3
3447,21,PER,-1,1
3448,21,FAC,-1,1
3449,21,FAC,-1,1
3450,21,PER,-1,1
3452,21,PER,-1,1
3455,21,PER,-1,1
3457,21,PER,-1,20
3458,21,PER,-1,1
3461,21,PER,-1,1
3462,21,PER,-1,1
3464,21,PER,-1,1
3465,21,PER,-1,2
3466,21,PER,-1,1
3467,21,PER,-1,1
3469,21,PER,-1,2
3472,21,PER,-1,7
3473,21,PER,-1,2
3474,21,PER,-1,1
3476,21,PER,-1,1
3477,21,PER,-1,1
3478,21,PER,-1,1
3479,21,PER,-1,1
